1986-01-01,1734.8269996643066
1986-04-01,2244.9609985351562
1986-07-01,2533.8049926757812
1986-10-01,2154.9629974365234
1987-01-01,1547.8189964294434
1987-04-01,2104.411994934082
1987-07-01,2014.3629989624023
1987-10-01,1991.746997833252
1988-01-01,1869.0499992370605
1988-04-01,2313.631996154785
1988-07-01,2128.319999694824
1988-10-01,2026.8289985656738
1989-01-01,1910.6039962768555
1989-04-01,2331.164993286133
1989-07-01,2206.5499954223633
1989-10-01,2173.9679946899414
1990-01-01,2148.2779998779297
1990-04-01,2739.3079986572266
1990-07-01,2792.7539978027344
1990-10-01,2556.009994506836
1991-01-01,2480.9739990234375
1991-04-01,3039.522994995117
1991-07-01,3172.115997314453
1991-10-01,2879.0009994506836
1992-01-01,2772.0
1992-04-01,3550.0
1992-07-01,3508.0
1992-10-01,3243.859992980957
1993-01-01,3056.0
